id_mesa,id_establecimiento,nro_mesa,sexo,tipo,extranjera,ciudadanos_habilitados
156,216.14.16.0.1,216.14.16.0.1.1,X,Electronica,NO,500
157,216.15.0.0.1,216.15.0.0.1.1,X,Electronica,NO,500
158,217.0.0.0.1,217.0.0.0.1.1,X,Electronica,NO,500
159,217.2.13.0.1,217.2.13.0.1.1,X,Electronica,NO,500
160,217.4.0.0.1,217.4.0.0.1.1,X,Electronica,NO,500
161,217.5.3.0.1,217.5.3.0.1.1,X,Electronica,NO,500
162,217.6.0.0.1,217.6.0.0.1.1,X,Electronica,NO,500
163,217.7.0.0.1,217.7.0.0.1.1,X,Electronica,NO,500
164,217.10.0.0.1,217.10.0.0.1.1,X,Electronica,NO,500
165,217.11.23.0.1,217.11.23.0.1.1,X,Electronica,NO,500
166,217.13.0.0.1,217.13.0.0.1.1,X,Electronica,NO,500
167,217.15.0.0.1,217.15.0.0.1.1,X,Electronica,NO,500
168,217.16.1.0.1,217.16.1.0.1.1,X,Electronica,NO,500
169,217.17.0.0.1,217.17.0.0.1.1,X,Electronica,NO,500
170,218.0.0.0.1,218.0.0.0.1.1,X,Electronica,NO,500
171,218.1.0.0.1,218.1.0.0.1.1,X,Electronica,NO,500
172,218.2.16.0.1,218.2.16.0.1.1,X,Electronica,NO,500
173,218.4.0.0.1,218.4.0.0.1.1,X,Electronica,NO,500
174,218.5.3.0.1,218.5.3.0.1.1,X,Electronica,NO,500
175,218.6.0.0.1,218.6.0.0.1.1,X,Electronica,NO,500
176,218.7.0.0.1,218.7.0.0.1.1,X,Electronica,NO,500
177,218.8.0.0.1,218.8.0.0.1.1,X,Electronica,NO,500
178,218.9.0.0.1,218.9.0.0.1.1,X,Electronica,NO,500
179,218.10.0.0.1,218.10.0.0.1.1,X,Electronica,NO,500
180,218.11.23.0.1,218.11.23.0.1.1,X,Electronica,NO,500
181,218.12.0.0.1,218.12.0.0.1.1,X,Electronica,NO,500
182,218.14.16.0.1,218.14.16.0.1.1,X,Electronica,NO,500
183,218.15.9.0.1,218.15.9.0.1.1,X,Electronica,NO,500
184,218.17.3.0.1,218.17.3.0.1.1,X,Electronica,NO,500
185,219.0.0.0.1,219.0.0.0.1.1,X,Electronica,NO,500
186,219.1.0.0.1,219.1.0.0.1.1,X,Electronica,NO,500
187,219.2.0.0.1,219.2.0.0.1.1,X,Electronica,NO,500
188,219.3.0.0.1,219.3.0.0.1.1,X,Electronica,NO,500
189,219.5.0.0.1,219.5.0.0.1.1,X,Electronica,NO,500
190,219.7.0.0.1,219.7.0.0.1.1,X,Electronica,NO,500
191,219.8.0.0.1,219.8.0.0.1.1,X,Electronica,NO,500
192,219.9.0.0.1,219.9.0.0.1.1,X,Electronica,NO,500
193,219.10.0.0.1,219.10.0.0.1.1,X,Electronica,NO,500
194,219.10.27.0.1,219.10.27.0.1.1,X,Electronica,NO,500
195,219.15.0.0.1,219.15.0.0.1.1,X,Electronica,NO,500
196,220.0.0.0.1,220.0.0.0.1.1,X,Electronica,NO,500
197,220.1.0.0.1,220.1.0.0.1.1,X,Electronica,NO,500
198,220.2.21.0.1,220.2.21.0.1.1,X,Electronica,NO,500
199,220.3.0.0.1,220.3.0.0.1.1,X,Electronica,NO,500
200,220.4.0.0.1,220.4.0.0.1.1,X,Electronica,NO,500
201,220.5.0.0.1,220.5.0.0.1.1,X,Electronica,NO,500
202,220.6.0.0.1,220.6.0.0.1.1,X,Electronica,NO,500
203,220.7.0.0.1,220.7.0.0.1.1,X,Electronica,NO,500
204,220.8.0.0.1,220.8.0.0.1.1,X,Electronica,NO,500
205,220.9.0.0.1,220.9.0.0.1.1,X,Electronica,NO,500
206,220.10.0.0.1,220.10.0.0.1.1,X,Electronica,NO,500
207,220.11.27.0.1,220.11.27.0.1.1,X,Electronica,NO,500
208,220.12.0.0.1,220.12.0.0.1.1,X,Electronica,NO,500
209,220.13.0.0.1,220.13.0.0.1.1,X,Electronica,NO,500
210,220.14.0.0.1,220.14.0.0.1.1,X,Electronica,NO,500
211,220.15.0.0.1,220.15.0.0.1.1,X,Electronica,NO,500
212,220.16.0.0.1,220.16.0.0.1.1,X,Electronica,NO,500
213,220.17.0.0.1,220.17.0.0.1.1,X,Electronica,NO,500
214,221.0.0.0.1,221.0.0.0.1.1,X,Electronica,NO,500
215,221.1.3.0.1,221.1.3.0.1.1,X,Electronica,NO,500
216,221.1.11.0.1,221.1.11.0.1.1,X,Electronica,NO,500
217,221.2.9.0.1,221.2.9.0.1.1,X,Electronica,NO,500
218,221.2.21.0.1,221.2.21.0.1.1,X,Electronica,NO,500
219,221.2.22.0.1,221.2.22.0.1.1,X,Electronica,NO,500
220,221.2.24.0.1,221.2.24.0.1.1,X,Electronica,NO,500
221,221.4.13.0.1,221.4.13.0.1.1,X,Electronica,NO,500
222,221.4.19.0.1,221.4.19.0.1.1,X,Electronica,NO,500
223,221.5.3.0.1,221.5.3.0.1.1,X,Electronica,NO,500
224,221.5.25.0.1,221.5.25.0.1.1,X,Electronica,NO,500
225,221.5.27.0.1,221.5.27.0.1.1,X,Electronica,NO,500
226,221.6.13.0.1,221.6.13.0.1.1,X,Electronica,NO,500
227,221.7.1.0.1,221.7.1.0.1.1,X,Electronica,NO,500
228,221.7.23.0.1,221.7.23.0.1.1,X,Electronica,NO,500
229,221.8.7.0.1,221.8.7.0.1.1,X,Electronica,NO,500
230,221.8.11.0.1,221.8.11.0.1.1,X,Electronica,NO,500
231,221.9.5.0.1,221.9.5.0.1.1,X,Electronica,NO,500
232,221.9.23.0.1,221.9.23.0.1.1,X,Electronica,NO,500
233,221.11.7.0.1,221.11.7.0.1.1,X,Electronica,NO,500
234,221.11.9.0.1,221.11.9.0.1.1,X,Electronica,NO,500
235,221.14.12.0.1,221.14.12.0.1.1,X,Electronica,NO,500
236,221.14.13.0.1,221.14.13.0.1.1,X,Electronica,NO,500
237,222.7.0.0.1,222.7.0.0.1.1,X,Electronica,NO,500
238,222.11.27.0.1,222.11.27.0.1.1,X,Electronica,NO,500
239,222.15.0.0.1,222.15.0.0.1.1,X,Electronica,NO,500
240,223.0.0.0.1,223.0.0.0.1.1,X,Electronica,NO,500
241,223.1.0.0.1,223.1.0.0.1.1,X,Electronica,NO,500
242,223.2.0.0.1,223.2.0.0.1.1,X,Electronica,NO,500
243,223.2.16.0.1,223.2.16.0.1.1,X,Electronica,NO,500
244,223.7.0.0.1,223.7.0.0.1.1,X,Electronica,NO,500
245,223.7.17.0.1,223.7.17.0.1.1,X,Electronica,NO,500
246,223.11.0.0.1,223.11.0.0.1.1,X,Electronica,NO,500
247,223.11.13.0.1,223.11.13.0.1.1,X,Electronica,NO,500
248,224.0.0.0.1,224.0.0.0.1.1,X,Electronica,NO,500
249,224.1.3.0.1,224.1.3.0.1.1,X,Electronica,NO,500
250,224.2.16.0.1,224.2.16.0.1.1,X,Electronica,NO,500
251,224.3.0.0.1,224.3.0.0.1.1,X,Electronica,NO,500
252,224.4.17.0.1,224.4.17.0.1.1,X,Electronica,NO,500
253,224.5.3.0.1,224.5.3.0.1.1,X,Electronica,NO,500
254,224.6.0.0.1,224.6.0.0.1.1,X,Electronica,NO,500
255,224.7.0.0.1,224.7.0.0.1.1,X,Electronica,NO,500
256,224.8.1.0.1,224.8.1.0.1.1,X,Electronica,NO,500
257,224.9.17.0.1,224.9.17.0.1.1,X,Electronica,NO,500
258,224.11.27.0.1,224.11.27.0.1.1,X,Electronica,NO,500
259,224.12.0.0.1,224.12.0.0.1.1,X,Electronica,NO,500
260,224.13.0.0.1,224.13.0.0.1.1,X,Electronica,NO,500
261,224.14.11.0.1,224.14.11.0.1.1,X,Electronica,NO,500
262,225.0.0.0.1,225.0.0.0.1.1,X,Electronica,NO,500
263,225.5.11.0.1,225.5.11.0.1.1,X,Electronica,NO,500
264,225.7.0.0.1,225.7.0.0.1.1,X,Electronica,NO,500
265,225.9.0.0.1,225.9.0.0.1.1,X,Electronica,NO,500
266,225.10.0.0.1,225.10.0.0.1.1,X,Electronica,NO,500
267,225.11.27.0.1,225.11.27.0.1.1,X,Electronica,NO,500
268,225.14.7.0.1,225.14.7.0.1.1,X,Electronica,NO,500
269,226.0.0.0.1,226.0.0.0.1.1,X,Electronica,NO,500
270,226.1.3.0.1,226.1.3.0.1.1,X,Electronica,NO,500
271,226.2.24.0.1,226.2.24.0.1.1,X,Electronica,NO,500
272,226.3.13.0.1,226.3.13.0.1.1,X,Electronica,NO,500
273,226.4.27.0.1,226.4.27.0.1.1,X,Electronica,NO,500
274,226.5.3.0.1,226.5.3.0.1.1,X,Electronica,NO,500
275,226.6.11.0.1,226.6.11.0.1.1,X,Electronica,NO,500
276,226.7.0.0.1,226.7.0.0.1.1,X,Electronica,NO,500
277,226.8.0.0.1,226.8.0.0.1.1,X,Electronica,NO,500
278,226.9.5.0.1,226.9.5.0.1.1,X,Electronica,NO,500
279,226.10.0.0.1,226.10.0.0.1.1,X,Electronica,NO,500
280,226.11.25.0.1,226.11.25.0.1.1,X,Electronica,NO,500
281,226.12.0.0.1,226.12.0.0.1.1,X,Electronica,NO,500
282,226.13.0.0.1,226.13.0.0.1.1,X,Electronica,NO,500
283,226.14.17.0.1,226.14.17.0.1.1,X,Electronica,NO,500
284,226.15.1.0.1,226.15.1.0.1.1,X,Electronica,NO,500
285,226.16.1.0.1,226.16.1.0.1.1,X,Electronica,NO,500
286,226.17.0.0.1,226.17.0.0.1.1,X,Electronica,NO,500
287,227.0.0.0.1,227.0.0.0.1.1,X,Electronica,NO,500
288,227.11.29.0.1,227.11.29.0.1.1,X,Electronica,NO,500
289,227.14.1.0.1,227.14.1.0.1.1,X,Electronica,NO,500
290,227.17.3.0.1,227.17.3.0.1.1,X,Electronica,NO,500
291,228.0.0.0.1,228.0.0.0.1.1,X,Electronica,NO,500
292,228.1.0.0.1,228.1.0.0.1.1,X,Electronica,NO,500
293,228.2.0.0.1,228.2.0.0.1.1,X,Electronica,NO,500
294,228.3.0.0.1,228.3.0.0.1.1,X,Electronica,NO,500
295,228.4.0.0.1,228.4.0.0.1.1,X,Electronica,NO,500
296,228.5.0.0.1,228.5.0.0.1.1,X,Electronica,NO,500
297,228.6.0.0.1,228.6.0.0.1.1,X,Electronica,NO,500
298,228.7.0.0.1,228.7.0.0.1.1,X,Electronica,NO,500
299,228.8.0.0.1,228.8.0.0.1.1,X,Electronica,NO,500
300,228.9.0.0.1,228.9.0.0.1.1,X,Electronica,NO,500
301,228.10.0.0.1,228.10.0.0.1.1,X,Electronica,NO,500
302,228.11.1.0.1,228.11.1.0.1.1,X,Electronica,NO,500
303,195.0.0.4.1,195.0.0.4.1.4,X,Electronica,NO,500
304,195.0.0.4.1,195.0.0.4.1.5,X,Electronica,NO,500
305,195.0.0.4.1,195.0.0.4.1.6,X,Electronica,NO,500
306,195.0.0.4.1,195.0.0.4.1.7,X,Electronica,NO,500
307,195.0.0.4.1,195.0.0.4.1.8,X,Electronica,NO,500
308,195.0.0.4.1,195.0.0.4.1.9,X,Electronica,NO,500
309,195.0.0.4.1,195.0.0.4.1.10,X,Electronica,NO,500
310,195.0.0.4.1,195.0.0.4.1.11,X,Electronica,NO,500
311,195.0.0.4.1,195.0.0.4.1.12,X,Electronica,NO,500
312,195.0.0.4.1,195.0.0.4.1.13,X,Electronica,NO,500
313,195.0.0.4.1,195.0.0.4.1.14,X,Electronica,NO,500
314,195.0.0.5.1,195.0.0.5.1.1,X,Electronica,NO,500
315,195.0.0.5.1,195.0.0.5.1.2,X,Electronica,NO,500
316,195.0.0.5.1,195.0.0.5.1.3,X,Electronica,NO,500
317,195.0.0.5.1,195.0.0.5.1.4,X,Electronica,NO,500
318,195.0.0.5.1,195.0.0.5.1.5,X,Electronica,NO,500
319,195.0.0.5.1,195.0.0.5.1.6,X,Electronica,NO,500
320,195.0.0.5.1,195.0.0.5.1.7,X,Electronica,NO,500
321,195.0.0.5.1,195.0.0.5.1.8,X,Electronica,NO,500
322,195.0.0.5.1,195.0.0.5.1.9,X,Electronica,NO,500
323,195.0.0.5.1,195.0.0.5.1.10,X,Electronica,NO,500
324,195.0.0.5.1,195.0.0.5.1.11,X,Electronica,NO,500
325,195.0.0.5.1,195.0.0.5.1.12,X,Electronica,NO,500
326,195.0.0.5.1,195.0.0.5.1.13,X,Electronica,NO,500
327,195.0.0.5.1,195.0.0.5.1.14,X,Electronica,NO,500
328,195.0.0.5.1,195.0.0.5.1.15,X,Electronica,NO,500
329,195.0.0.5.1,195.0.0.5.1.16,X,Electronica,NO,500
330,195.0.0.5.1,195.0.0.5.1.17,X,Electronica,NO,500
331,195.0.0.5.1,195.0.0.5.1.18,X,Electronica,NO,500
332,195.0.0.5.1,195.0.0.5.1.19,X,Electronica,NO,500
333,195.0.0.6.1,195.0.0.6.1.1,X,Electronica,NO,500
334,195.0.0.6.1,195.0.0.6.1.2,X,Electronica,NO,500
335,195.0.0.6.1,195.0.0.6.1.3,X,Electronica,NO,500
336,195.0.0.6.1,195.0.0.6.1.4,X,Electronica,NO,500
337,195.0.0.6.1,195.0.0.6.1.5,X,Electronica,NO,500
338,195.0.0.6.1,195.0.0.6.1.6,X,Electronica,NO,500
339,195.0.0.6.1,195.0.0.6.1.7,X,Electronica,NO,500
340,195.0.0.6.1,195.0.0.6.1.8,X,Electronica,NO,500
341,195.0.0.6.1,195.0.0.6.1.9,X,Electronica,NO,500
342,195.0.0.6.1,195.0.0.6.1.10,X,Electronica,NO,500
343,195.0.0.6.1,195.0.0.6.1.11,X,Electronica,NO,500
344,195.0.0.6.1,195.0.0.6.1.12,X,Electronica,NO,500
345,195.0.0.6.1,195.0.0.6.1.13,X,Electronica,NO,500
346,195.0.0.6.1,195.0.0.6.1.14,X,Electronica,NO,500
347,195.0.0.6.1,195.0.0.6.1.15,X,Electronica,NO,500
348,195.0.0.7.1,195.0.0.7.1.1,X,Electronica,NO,500
349,195.0.0.7.1,195.0.0.7.1.2,X,Electronica,NO,500
350,195.0.0.7.1,195.0.0.7.1.3,X,Electronica,NO,500
351,195.0.0.7.1,195.0.0.7.1.4,X,Electronica,NO,500
352,195.0.0.7.1,195.0.0.7.1.5,X,Electronica,NO,500
353,195.0.0.7.1,195.0.0.7.1.6,X,Electronica,NO,500
354,195.0.0.7.1,195.0.0.7.1.7,X,Electronica,NO,500
355,195.0.0.7.1,195.0.0.7.1.8,X,Electronica,NO,500
356,195.0.0.7.1,195.0.0.7.1.9,X,Electronica,NO,500
357,195.0.0.7.1,195.0.0.7.1.10,X,Electronica,NO,500
358,195.0.0.7.1,195.0.0.7.1.11,X,Electronica,NO,500
359,195.0.0.7.1,195.0.0.7.1.12,X,Electronica,NO,500
360,195.0.0.7.1,195.0.0.7.1.13,X,Electronica,NO,500
361,195.0.0.8.1,195.0.0.8.1.1,X,Electronica,NO,500
362,195.0.0.8.1,195.0.0.8.1.2,X,Electronica,NO,500
363,195.0.0.8.1,195.0.0.8.1.3,X,Electronica,NO,500
364,195.0.0.8.1,195.0.0.8.1.4,X,Electronica,NO,500
365,195.0.0.8.1,195.0.0.8.1.5,X,Electronica,NO,500
366,195.0.0.8.1,195.0.0.8.1.6,X,Electronica,NO,500
367,195.0.0.8.1,195.0.0.8.1.7,X,Electronica,NO,500
368,195.0.0.8.1,195.0.0.8.1.8,X,Electronica,NO,500
369,195.0.0.8.1,195.0.0.8.1.9,X,Electronica,NO,500
370,195.0.0.8.1,195.0.0.8.1.10,X,Electronica,NO,500
371,195.0.0.8.1,195.0.0.8.1.11,X,Electronica,NO,500
372,195.0.0.8.1,195.0.0.8.1.12,X,Electronica,NO,500
373,195.0.0.8.1,195.0.0.8.1.13,X,Electronica,NO,500
374,195.0.0.8.1,195.0.0.8.1.14,X,Electronica,NO,500
375,195.0.0.8.1,195.0.0.8.1.15,X,Electronica,NO,500
376,195.0.0.8.1,195.0.0.8.1.16,X,Electronica,NO,500
377,195.0.0.9.1,195.0.0.9.1.1,X,Electronica,NO,500
378,195.0.0.9.1,195.0.0.9.1.2,X,Electronica,NO,500
379,195.0.0.9.1,195.0.0.9.1.3,X,Electronica,NO,500
380,195.0.0.9.1,195.0.0.9.1.4,X,Electronica,NO,500
381,195.0.0.9.1,195.0.0.9.1.5,X,Electronica,NO,500
382,195.0.0.9.1,195.0.0.9.1.6,X,Electronica,NO,500
383,195.0.0.9.1,195.0.0.9.1.7,X,Electronica,NO,500
384,195.0.0.9.1,195.0.0.9.1.8,X,Electronica,NO,500
385,195.0.0.9.1,195.0.0.9.1.9,X,Electronica,NO,500
